,unique-id,text,aggresssion-level,preprocess,flesch_reading_ease,flesch_kincaid_grade_level,syllables,words,characters,class
1868,facebook_corpus_msr_406190,Did he do something new!?!? You have the same rights you had since the amendment was written. Give thanks only when due. Thank him for being so shady. Now that he's put effort in.,NAG,did he do something new!?!? you have the same rights you had since the amendment was written. give thanks only when due. thank him for being so shady. now that he's put effort in.,72.8,11.55,40,34,179,2
1869,facebook_corpus_msr_331686,Liberals and secular can't digest success of BB2 as there is no insult of Hinduism.,NAG,liberals and secular can't digest success of bb2 as there is no insult of hinduism.,61.89,8.35,23,15,83,2
1870,facebook_corpus_msr_466589,Hats of Modiji you made even deaf spoke. What an initiative.,NAG,hats of modiji you made even deaf spoke. what an initiative.,80.31,4.79,15,11,60,2
1871,facebook_corpus_msr_497231,what is the max altitude ? .....are he selling the adventure or creating brand enfield here ..hidden agenda behind the ride,NAG,what is the max altitude ? .....are he selling the adventure or creating brand enfield here ..hidden agenda behind the ride,51.18,11.09,32,20,123,2
1872,facebook_corpus_msr_441761,Huge huge buying seen in delta or sks???confirms double bottom ???????????,NAG,huge huge buying seen in delta or sks???confirms double bottom ???????????,69.79,6.01,15,10,74,2
1873,facebook_corpus_msr_404744,Because Pakistan is a dystopian military dictatorship and a state-sponsor of global Islamic terrorism...,NAG,because pakistan is a dystopian military dictatorship and a state-sponsor of global islamic terrorism...,17.38,14.31,29,14,104,2
1874,facebook_corpus_msr_442126,"For short term which sectors to look upon ?
May be for 1-2 month",NAG,for short term which sectors to look upon ? may be for 1-2 month,96.02,3.1,15,13,64,2
1875,facebook_corpus_msr_470723,Obviously dude..today also i was in d queue fr 5 hrs,NAG,obviously dude..today also i was in d queue fr 5 hrs,72.62,5.86,16,11,52,2
1876,facebook_corpus_msr_398064,"All india Muslim 
With INDIAN AARMY
Jai hind
Non stop firing on paak border.",NAG,all india muslim with indian aarmy jai hind non stop firing on paak border.,77.81,5.88,19,14,76,2
1877,facebook_corpus_msr_408295,Always begging :D  Instead of PCB they should rename it to PBB (Pakistan Beggar Board),NAG,always begging :d instead of pcb they should rename it to pbb (pakistan beggar board),67.53,7.57,22,15,86,2
1878,facebook_corpus_msr_466591,See the level of affect ...maun mohan has started speaking,CAG,see the level of affect ...maun mohan has started speaking,69.79,6.01,15,10,58,0
1879,facebook_corpus_msr_406195,"Claire Bowen Delaughder, why are you people so easily scared. Just come up with stuff to scare yourself, and believe it. You don't see the trend or tactics shall I say. It's a republican memo. Just like Bush he comes into office trying scare you. A potus is supposed to do opposite. And you fall for it again. You wasn't this scared last year. Nobody disputes protecting yourself and your home. The issue is all the senseless murder. Either you support senseless murder or you don't. Cut the crap and let's focus and WORK on sensible plan.",NAG,"claire bowen delaughder, why are you people so easily scared. just come up with stuff to scare yourself, and believe it. you don't see the trend or tactics shall i say. it's a republican memo. just like bush he comes into office trying scare you. a potus is supposed to do opposite. and you fall for it again. you wasn't this scared last year. nobody disputes protecting yourself and your home. the issue is all the senseless murder. either you support senseless murder or you don't. cut the crap and let's focus and work on sensible plan.",-5.87,38.18,131,97,539,2
1880,facebook_corpus_msr_466445,1000 of people died in freedom war in 1857 to 1947.... what did  Indian government do for them that time... Plz tell,NAG,1000 of people died in freedom war in 1857 to 1947.... what did indian government do for them that time... plz tell,72.99,8.54,29,22,116,2
1881,facebook_corpus_msr_466465,The idea of demonetisation was good bt it could have been implemented in a better manner. Dr Manmohan Singh is an expert in this field so don't condemn him.,NAG,the idea of demonetisation was good bt it could have been implemented in a better manner. dr manmohan singh is an expert in this field so don't condemn him.,54.88,12.81,42,29,156,2
1882,facebook_corpus_msr_372888,Honey Singh   I love my bat force 🇵🇰😘.,NAG,honey singh i love my bat force 🇵🇰😘.,82.39,3.76,11,8,38,2
1883,facebook_corpus_msr_467613,"Totally agree with Manmohan Singh, He never said in his speech that the move was wrong. He told that the implementation was flawed. CNBC-TV18 #DeMonetisation",NAG,"totally agree with manmohan singh, he never said in his speech that the move was wrong. he told that the implementation was flawed. cnbc-tv18 #demonetisation",49.48,12.57,39,25,157,2
1884,facebook_corpus_msr_442310,"Vguard view or Chemical space like bodal, thirumalai, sudharshan view ?",NAG,"vguard view or chemical space like bodal, thirumalai, sudharshan view ?",52.87,8.37,17,10,71,2
1885,facebook_corpus_msr_331486,"Intolerance on Kashmir by few gober brain Indians can't sustain Kashmir .grow up its packing from Kashmir 
I don't hate india and Indians .most of ppl are lovable but they don't in social media",NAG,intolerance on kashmir by few gober brain indians can't sustain kashmir .grow up its packing from kashmir i don't hate india and indians .most of ppl are lovable but they don't in social media,45.43,15.37,51,34,193,2
1886,facebook_corpus_msr_341618,"Gandhi Killer Ram (Nathu) Temple in India......

Big Shame 4 India........",OAG,gandhi killer ram (nathu) temple in india...... big shame 4 india........,80.31,4.79,15,11,74,1
1887,facebook_corpus_msr_496127,"Is Govt. 'silently with baby stepping' working on highly centralised "" G to G, G to B, B to G, B to B & finally G to C eliminating B to C in longrun "" economic model??✔ Signs are here. What will happened  if  Delivery on Demand replaces retail section ??",NAG,"is govt. 'silently with baby stepping' working on highly centralised "" g to g, g to b, b to g, b to b & finally g to c eliminating b to c in longrun "" economic model??✔ signs are here. what will happened if delivery on demand replaces retail section ??",24.13,21.57,75,47,254,2
1888,facebook_corpus_msr_464795,"Do you guys calculated loss due to  cascading effects ,if yes then make research more widespread",NAG,"do you guys calculated loss due to cascading effects ,if yes then make research more widespread",58.41,9.09,25,16,96,2
1889,facebook_corpus_msr_443733,This is one of best investor camp among all.... well organized information by all experts.....,NAG,this is one of best investor camp among all.... well organized information by all experts.....,67.53,7.57,22,15,94,2
1890,facebook_corpus_msr_466002,Honorable prime minister will not sit he will leave no stone unturned to remove a major portion of corruption in the country . Just wait n watch,NAG,honorable prime minister will not sit he will leave no stone unturned to remove a major portion of corruption in the country . just wait n watch,56.8,11.8,38,26,144,2
1891,facebook_corpus_msr_335730,Ndtv people are like bugs..what ever good thinng are happening in country ...but they show only these news....,NAG,ndtv people are like bugs..what ever good thinng are happening in country ...but they show only these news....,71.07,7.82,25,18,110,2
1892,facebook_corpus_msr_490477,Impact of fed rate hike and rbi rate cut...in indian market?,NAG,impact of fed rate hike and rbi rate cut...in indian market?,80.31,4.79,15,11,60,2
1893,facebook_corpus_msr_406943,"If days before Vinod Khanna looked so normal, then how come he got dehydrated so quickly that even ended his life! Surprising !",NAG,"if days before vinod khanna looked so normal, then how come he got dehydrated so quickly that even ended his life! surprising !",53.76,11.23,34,22,127,2
1894,facebook_corpus_msr_414818,Hahaha that's true should have heart in business n yes it's true mostly men die heart attack 👻,NAG,hahaha that's true should have heart in business n yes it's true mostly men die heart attack 👻,80.47,6.51,23,18,94,2
1895,facebook_corpus_msr_503595,"U r wrong check the history records 
She was Harita Kaur Deol",NAG,u r wrong check the history records she was harita kaur deol,81.86,4.82,16,12,61,2
1896,facebook_corpus_msr_504804,Superb as Narendra Modi has evolved his English Raghuram has evolved his Hindi,NAG,superb as narendra modi has evolved his english raghuram has evolved his hindi,69.99,6.73,19,13,78,2
1897,facebook_corpus_msr_506715,"Worst F.M ever.what about 5  lakhs tax limit? ,said during election.",NAG,"worst f.m ever.what about 5 lakhs tax limit? ,said during election.",64.92,6.94,17,11,68,2
1898,facebook_corpus_msr_457204,if lenovo still making such type of cool device and their customers hapyy in future then next year they will be in the #1 position in india,NAG,if lenovo still making such type of cool device and their customers hapyy in future then next year they will be in the #1 position in india,69.76,10.24,35,27,139,2
1899,facebook_corpus_msr_481481,"Nifty below 8550 , indicates a down move maybe coming",NAG,"nifty below 8550 , indicates a down move maybe coming",66.1,6.28,14,9,53,2
1900,facebook_corpus_msr_398047,Proceed the case with terrorists act ! He must have connections with ISI,NAG,proceed the case with terrorists act ! he must have connections with isi,67.76,6.79,18,12,72,2
1901,facebook_corpus_msr_495338,"But Sir, this GDP growth will make rich more richer and others job less. 
In last decade the GDP growth hardly replicated in job growth.",NAG,"but sir, this gdp growth will make rich more richer and others job less. in last decade the gdp growth hardly replicated in job growth.",79.94,8.32,30,25,136,2
